"","Montagnard","Travailler","Habiter","Altitude"
"2452","Oui","1","Oui",1122
"2453","Oui","2","Oui",1122
"2454","Oui","0","Non",1122
"2455","Oui","0","Oui",241
"2456","Oui","0","Non",561
"2457","Oui","1","Oui",723
"2458","Oui","0","Non",305
"2459","Oui","0","Non",305
"2460","Oui","2","Oui",1022
"2462","Oui","2","Oui",845
"2463","Oui","2","Oui",1202
"2464","Oui","1","Oui",991
"2465","Oui","2","Oui",991
"2466","Oui","2","Oui",996
"2467","Oui","2","Oui",996
"2468","Oui","0","Non",192
"2470","Oui","1","Non",467
"2473","Non","0","Non",58
"2474","Oui","0","Non",58
"2475","Oui","0","Non",58
"2476","Oui","0","Non",58
"2478","Oui","0","Non",14
"2479","Oui","0","Non",14
"2480","Non","0","Non",11
"2481","Oui","0","Non",11
"2482","Oui","0","Non",22
"2483","Oui","0","Non",11
"2485","Oui","0","Non",64
"2486","Oui","0","Non",17
"2487","Non","0","Non",103
"2490","Oui","0","Non",93
"2491","Oui","0","Non",633
"2492","Non","0","Non",633
"2493","Oui","0","Non",633
"2494","Oui","0","Non",633
"2495","Oui","0","Non",633
"2496","Oui","0","Non",633
"2499","Oui","0","Non",633
"2502","Oui","0","Non",633
"2504","Oui","0","Non",633
"2505","Oui","0","Non",633
"2506","Oui","1","Non",633
"2507","Non","0","Non",633
"2508","Oui","0","Non",635
"2509","Oui","0","Non",333
"2510","Oui","0","Non",388
"2511","Non","0","Non",442
"2512","Oui","0","Non",442
"2513","Oui","0","Oui",694
"2514","Oui","2","Oui",694
"2516","Oui","0","Non",499
"2517","Non","0","Non",477
"2518","Non","0","Non",477
"2520","Oui","0","Non",591
"2521","Oui","0","Non",275
"2522","Oui","0","Non",428
"2524","Non","0","Non",520
"2525","Oui","0","Non",520
"2526","Oui","0","Non",633
"2527","Oui","2","Oui",895
"2528","Oui","0","Non",381
"2529","Oui","1","Non",446
"2530","Oui","0","Non",607
"2531","Oui","0","Non",369
"2533","Non","0","Non",384
"2534","Non","0","Non",558
"2535","Oui","0","Non",653
"2536","Oui","0","Non",414
"2537","Oui","1","Non",414
"2538","Oui","0","Oui",999
"2539","Oui","1","Oui",999
"2540","Oui","2","Oui",999
"2541","Oui","0","Non",454
"2543","Oui","0","Non",295
"2544","Oui","0","Non",295
"2545","Oui","2","Oui",1148
"2547","Oui","2","Oui",750
"2549","Oui","0","Oui",979
"2550","Oui","2","Oui",1030
"2551","Oui","1","Oui",1030
"2552","Oui","1","Non",1030
"2555","Non","0","Oui",885
"2556","Oui","2","Oui",667
"2557","Oui","0","Oui",667
"2558","Oui","2","Oui",850
"2559","Oui","2","Oui",636
"2560","Oui","0","Non",636
"2561","Oui","1","Non",647
"2562","Oui","0","Non",698
"2563","Oui","2","Oui",698
"2568","Non","0","Non",18
"2569","Oui","0","Non",18
"2570","Oui","0","Non",18
"2571","Non","0","Non",18
"2572","Non","0","Non",18
"2573","Non","0","Non",18
"2574","Non","0","Non",18
"2575","Oui","0","Non",18
"2577","Oui","0","Non",18
"2578","Oui","0","Non",18
"2579","Oui","0","Non",18
"2580","Non","0","Non",18
"2581","Oui","0","Non",18
"2583","Non","0","Non",18
"2585","Non","0","Non",18
"2586","Non","0","Non",18
"2587","Non","0","Non",18
"2588","Non","0","Non",18
"2589","Oui","0","Non",18
"2590","Non","0","Non",18
"2592","Oui","0","Non",18
"2593","Oui","0","Non",18
"2594","Non","0","Non",18
"2595","Oui","0","Non",18
"2596","Non","0","Non",18
"2597","Non","0","Non",18
"2599","Oui","0","Non",18
"2600","Oui","0","Non",18
"2601","Oui","0","Non",18
"2602","Non","0","Non",18
"2603","Non","0","Non",14
"2605","Non","0","Non",40
"2606","Oui","0","Non",18
"2607","Oui","0","Non",18
"2608","Oui","0","Non",18
"2609","Non","0","Non",18
"2610","Non","1","Oui",23
"2611","Non","0","Non",23
"2612","Oui","0","Non",16
"2613","Non","0","Non",36
"2614","Oui","0","Non",18
"2615","Oui","0","Non",18
"2616","Oui","0","Non",18
"2617","Oui","0","Non",18
"2618","Non","0","Non",18
"2619","Oui","0","Non",18
"2620","Oui","0","Non",18
"2621","Non","0","Non",18
"2622","Non","0","Non",18
"2624","Oui","0","Non",18
"2625","Oui","0","Non",18
"2626","Non","0","Non",18
"2627","Non","0","Non",18
"2628","Non","0","Non",18
"2629","Oui","0","Non",18
"2630","Non","0","Non",19
"2631","Oui","1","Non",60
"2632","Oui","0","Non",60
"2633","Non","0","Non",60
"2634","Oui","0","Non",20
"2635","Oui","0","Non",26
"2636","Oui","0","Non",22
"2637","Oui","0","Non",22
"2638","Oui","1","Non",47
"2639","Non","0","Non",9
"2640","Oui","0","Non",9
"2642","Oui","0","Non",16
"2643","Oui","0","Non",27
"2645","Oui","0","Non",28
"2646","Oui","0","Non",28
"2647","Oui","0","Non",50
"2648","Oui","0","Non",50
"2649","Non","0","Non",50
"2650","Oui","0","Non",35
"2651","Oui","0","Non",35
"2652","Oui","0","Non",35
"2653","Oui","0","Non",35
"2654","Non","0","Non",14
"2656","Oui","0","Non",106
"2657","Oui","1","Non",106
"2658","Non","0","Non",106
"2660","Non","0","Non",106
"2661","Oui","0","Non",106
"2662","Non","0","Non",97
"2663","Oui","0","Non",102
"2664","Oui","0","Non",92
"2665","Oui","0","Non",134
"2666","Oui","0","Non",103
"2667","Oui","0","Non",104
"2668","Oui","0","Non",122
"2669","Oui","0","Non",125
"2670","Oui","0","Non",124
"2671","Non","1","Non",155
"2672","Oui","0","Non",95
"2673","Non","0","Non",92
"2674","Oui","0","Non",123
"2675","Non","0","Non",205
"2676","Oui","0","Non",314
"2677","Oui","0","Non",222
"2678","Oui","0","Non",241
"2680","Oui","0","Non",43
"2681","Oui","0","Non",102
"2682","Non","0","Non",50
"2683","Oui","0","Non",89
"2684","Oui","2","Oui",899
"2685","Non","2","Oui",899
"2686","Oui","2","Oui",899
"2688","Oui","2","Oui",732
"2690","Oui","2","Oui",866
"2691","Non","0","Non",915
"2692","Oui","2","Oui",915
"2693","Oui","2","Oui",771
"2695","Oui","2","Oui",1224
"2696","Oui","2","Oui",684
"2697","Non","0","Non",32
"2698","Non","0","Non",32
"2700","Oui","0","Non",32
"2701","Oui","0","Non",37
"2702","Non","0","Non",41
"2704","Non","0","Non",85
"2705","Oui","0","Non",101
"2706","Oui","0","Non",134
"2707","Oui","0","Non",47
"2708","Oui","0","Non",96
"2709","Oui","0","Non",35
"2710","Oui","0","Non",36
"2714","Oui","2","Oui",46
"2715","Non","0","Non",62
"2716","Oui","1","Non",109
"2717","Oui","0","Non",54
"2718","Oui","0","Non",94
"2719","Oui","0","Non",99
"2720","Oui","0","Non",99
"2721","Non","0","Non",93
"2722","Non","0","Non",93
"2723","Non","0","Non",96
"2725","Oui","0","Non",165
"2726","Non","0","Non",110
"2727","Oui","0","Non",73
"2729","Oui","0","Non",319
"2730","Oui","1","Non",319
"2732","Oui","0","Non",55
"2733","Oui","0","Non",231
"2734","Oui","0","Non",231
"2735","Oui","0","Non",231
"2736","Non","0","Non",231
"2737","Oui","0","Non",231
"2738","Oui","0","Non",231
"2740","Oui","0","Non",231
"2743","Oui","0","Non",231
"2744","Oui","0","Non",231
"2748","Oui","0","Non",229
"2749","Oui","0","Non",227
"2751","Oui","0","Non",306
"2752","Oui","0","Non",322
"2755","Oui","0","Non",330
"2757","Oui","0","Non",214
"2758","Non","0","Non",269
"2759","Oui","0","Non",252
"2760","Oui","0","Non",252
"2761","Oui","0","Non",313
"2763","Oui","0","Non",21
"2764","Oui","0","Non",18
"2765","Oui","0","Non",18
"2766","Oui","0","Non",14
"2769","Oui","0","Non",20
"2770","Oui","0","Non",20
"2771","Oui","0","Non",38
"2773","Oui","0","Non",190
"2774","Oui","0","Non",190
"2776","Non","0","Non",211
"2777","Oui","0","Non",174
"2778","Oui","0","Non",180
"2779","Oui","0","Non",180
"2780","Non","0","Non",230
"2781","Oui","0","Non",519
"2782","Oui","0","Oui",519
"2783","Oui","0","Oui",521
"2784","Oui","0","Non",190
"2785","Non","0","Non",232
"2786","Non","0","Non",172
"2787","Oui","0","Non",27
"2788","Oui","0","Non",27
"2789","Non","0","Non",27
"2790","Oui","0","Non",27
"2791","Oui","1","Non",27
"2793","Oui","0","Non",27
"2794","Oui","0","Non",27
"2795","Oui","0","Non",27
"2797","Oui","0","Non",27
"2798","Non","0","Non",31
"2799","Oui","0","Non",22
"2800","Non","0","Non",27
"2801","Oui","0","Non",54
"2802","Non","0","Non",54
"2803","Oui","0","Non",36
"2806","Non","0","Non",32
"2807","Oui","0","Non",32
"2808","Non","0","Non",32
"2809","Oui","0","Non",32
"2811","Non","0","Non",32
"2812","Non","0","Non",32
"2813","Non","0","Non",32
"2814","Non","0","Non",19
"2815","Oui","0","Non",64
"2816","Non","0","Non",64
"2817","Oui","0","Non",24
"2818","Non","0","Non",117
"2819","Oui","0","Non",144
"2820","Non","0","Non",144
"2822","Oui","0","Non",28
"2823","Non","0","Non",156
"2824","Non","0","Non",211
"2825","Non","0","Non",211
"2826","Oui","0","Non",27
"2827","Oui","0","Non",27
"2828","Non","0","Non",27
"2829","Non","0","Non",27
"2831","Non","0","Non",34
"2832","Oui","0","Non",34
"2833","Oui","0","Non",36
"2834","Oui","0","Non",75
"2836","Oui","0","Non",103
"2837","Non","0","Non",84
"2838","Oui","0","Non",46
"2839","Oui","0","Non",46
"2840","Non","0","Non",58
"2841","Oui","0","Oui",75
"2846","Oui","0","Non",190
"2848","Oui","1","Non",75
"2849","Non","0","Non",54
"2850","Oui","0","Non",164
"2851","Non","0","Non",12
"2852","Oui","0","Non",76
"2853","Oui","0","Non",43
"2856","Oui","0","Non",75
"2857","Non","0","Non",370
"2859","Oui","0","Non",370
"2860","Oui","0","Non",370
"2861","Oui","0","Non",370
"2862","Oui","0","Non",370
"2863","Oui","0","Non",370
"2864","Non","0","Non",370
"2866","Oui","2","Non",370
"2867","Oui","0","Non",370
"2868","Oui","0","Non",370
"2869","Oui","0","Non",370
"2870","Oui","0","Non",370
"2871","Non","0","Non",370
"2873","Non","0","Non",370
"2874","Oui","0","Non",370
"2875","Non","0","Non",370
"2876","Non","0","Non",437
"2878","Oui","0","Oui",375
"2879","Oui","0","Oui",586
"2880","Oui","0","Non",586
"2881","Oui","0","Non",586
"2882","Oui","0","Oui",586
"2883","Non","1","Oui",687
"2885","Oui","1","Non",380
"2886","Oui","0","Non",335
"2887","Non","0","Non",335
"2888","Oui","0","Non",335
"2890","Non","0","Non",335
"2892","Oui","0","Non",335
"2893","Oui","0","Non",335
"2894","Oui","0","Oui",931
"2895","Non","0","Oui",931
"2896","Oui","2","Oui",931
"2897","Oui","0","Oui",931
"2899","Oui","0","Oui",931
"2900","Oui","2","Non",477
"2902","Oui","1","Oui",560
"2903","Oui","0","Non",326
"2904","Oui","2","Oui",444
"2905","Non","0","Non",444
"2906","Oui","0","Non",326
"2907","Oui","0","Non",326
"2908","Oui","0","Non",519
"2909","Oui","0","Non",519
"2910","Oui","0","Non",519
"2911","Oui","0","Non",519
"2913","Oui","0","Non",519
"2914","Oui","0","Non",695
"2915","Oui","2","Oui",807
"2918","Oui","2","Oui",697
"2919","Oui","1","Oui",697
"2920","Oui","2","Oui",697
"2921","Oui","2","Oui",1198
"2922","Oui","1","Oui",1198
"2923","Oui","2","Oui",1198
"2924","Oui","2","Oui",829
"2925","Oui","2","Oui",829
"2926","Oui","0","Non",357
"2927","Oui","2","Oui",739
"2928","Oui","2","Oui",1009
"2929","Oui","1","Oui",1009
"2930","Oui","0","Non",375
"2931","Oui","0","Non",375
"2933","Oui","0","Oui",375
"2934","Oui","0","Non",375
"2935","Oui","0","Non",375
"2936","Oui","0","Non",375
"2938","Oui","0","Non",375
"2939","Oui","2","Oui",536
"2940","Oui","0","Non",381
"2941","Oui","0","Non",948
"2942","Oui","2","Oui",916
"2943","Oui","2","Oui",916
"2947","Oui","0","Non",211
"2948","Oui","0","Oui",211
"2949","Oui","0","Non",211
"2950","Oui","0","Non",211
"2951","Oui","0","Non",211
"2952","Oui","0","Non",211
"2953","Oui","0","Oui",211
"2954","Oui","0","Non",211
"2958","Oui","1","Non",211
"2959","Oui","0","Oui",211
"2960","Non","0","Non",211
"2963","Oui","0","Non",211
"2964","Oui","0","Non",17
"2965","Oui","0","Non",17
"2967","Oui","0","Non",17
"2968","Oui","0","Non",17
"2969","Oui","0","Non",17
"2970","Oui","0","Non",250
"2971","Oui","2","Oui",104
"2972","Oui","0","Non",211
"2973","Non","1","Non",119
"2975","Oui","1","Non",183
"2976","Oui","2","Non",183
"2977","Non","0","Non",47
"2978","Oui","0","Non",47
"2980","Oui","2","Non",199
"2982","Non","0","Non",177
"2983","Oui","0","Non",177
"2984","Oui","2","Oui",125
"2986","Oui","1","Oui",667
"2987","Oui","0","Oui",667
"2988","Oui","2","Oui",667
"2989","Oui","2","Oui",667
"2992","Oui","1","Oui",667
"2993","Oui","2","Oui",667
"2994","Oui","1","Oui",667
"2995","Oui","1","Non",302
"2996","Oui","0","Oui",74
"2997","Oui","0","Non",74
"2998","Oui","0","Oui",74
"2999","Non","0","Non",202
"3002","Oui","0","Non",150
"3004","Oui","0","Non",391
"3005","Oui","0","Non",391
"3006","Non","2","Oui",391
"3007","Oui","0","Non",284
"3008","Oui","0","Non",284
"3010","Oui","2","Oui",1738
"3011","Oui","1","Oui",1738
"3012","Oui","2","Oui",1738
"3014","Oui","1","Oui",383
"3015","Oui","2","Oui",383
"3016","Oui","2","Oui",383
"3017","Oui","2","Non",53
"3018","Oui","2","Oui",53
"3019","Oui","2","Oui",753
"3020","Oui","2","Oui",753
"3021","Oui","2","Oui",753
"3022","Oui","0","Non",62
"3023","Oui","0","Oui",901
"3024","Oui","0","Non",25
"3025","Non","0","Non",25
"3026","Non","0","Oui",331
"3027","Oui","0","Non",32
"3029","Oui","0","Oui",286
"3030","Oui","2","Non",51
"3036","Oui","1","Non",306
"3037","Non","0","Non",306
"3042","Oui","0","Non",306
"3043","Oui","0","Non",306
"3045","Oui","2","Non",466
"3046","Oui","2","Oui",466
"3049","Oui","2","Oui",1941
"3050","Oui","2","Oui",1941
"3051","Oui","1","Oui",1941
"3052","Oui","2","Oui",1869
"3053","Oui","0","Oui",1869
"3054","Oui","2","Oui",1869
"3055","Oui","2","Oui",1869
"3056","Oui","2","Oui",582
"3058","Oui","0","Oui",532
"3059","Oui","0","Oui",532
"3060","Oui","0","Oui",2019
"3062","Oui","2","Oui",2019
"3065","Oui","2","Oui",2019
"3067","Oui","1","Oui",2019
"3068","Oui","0","Oui",2019
"3069","Oui","2","Oui",2019
"3070","Oui","0","Oui",2019
"3071","Oui","0","Oui",2019
"3073","Oui","2","Oui",2019
"3074","Oui","2","Oui",2019
"3075","Oui","0","Non",2019
"3076","Oui","2","Oui",2019
"3077","Non","0","Oui",1544
"3078","Oui","2","Oui",1544
"3080","Oui","2","Oui",1544
"3081","Oui","2","Oui",1544
"3083","Oui","1","Oui",1544
"3086","Oui","2","Oui",1068
"3087","Oui","0","Oui",1068
"3088","Oui","2","Oui",1068
"3089","Oui","2","Oui",1068
"3091","Non","2","Oui",1068
"3092","Oui","2","Oui",1068
"3093","Oui","2","Oui",1068
"3095","Oui","2","Oui",1068
"3096","Oui","2","Oui",1068
"3098","Oui","2","Oui",1068
"3099","Oui","1","Oui",1068
"3100","Oui","0","Oui",586
"3102","Oui","2","Oui",509
"3103","Oui","1","Oui",509
"3104","Oui","0","Oui",509
"3105","Oui","2","Oui",509
"3106","Oui","1","Oui",705
"3108","Non","1","Non",333
"3109","Oui","0","Oui",595
"3110","Oui","0","Non",292
"3111","Oui","2","Oui",455
"3112","Oui","2","Oui",455
"3113","Oui","1","Oui",455
"3114","Oui","2","Oui",455
"3116","Oui","2","Oui",455
"3117","Oui","0","Oui",455
"3118","Oui","2","Oui",455
"3119","Oui","2","Oui",455
"3120","Oui","0","Oui",455
"3121","Oui","2","Oui",455
"3122","Oui","2","Oui",455
"3123","Oui","2","Oui",455
"3124","Oui","2","Oui",455
"3125","Oui","2","Oui",455
"3127","Oui","2","Oui",455
"3128","Oui","0","Oui",455
"3130","Oui","2","Oui",455
"3131","Oui","0","Oui",455
"3132","Oui","0","Non",218
"3133","Oui","2","Oui",1431
"3134","Oui","2","Oui",1431
"3135","Oui","1","Non",179
"3136","Oui","0","Non",305
"3139","Oui","0","Non",38
"3140","Oui","0","Non",38
"3141","Non","0","Non",38
"3142","Oui","2","Non",38
"3143","Non","0","Non",38
"3144","Oui","1","Non",38
"3146","Oui","1","Oui",1835
"3147","Oui","2","Oui",1835
"3148","Oui","2","Oui",1835
"3149","Oui","2","Oui",1835
"3150","Oui","1","Oui",1835
"3151","Non","2","Oui",1835
"3153","Oui","2","Non",6
"3154","Oui","0","Non",153
"3155","Oui","1","Non",32
"3156","Oui","2","Oui",1743
"3157","Oui","1","Oui",1743
"3159","Oui","2","Oui",1743
"3160","Oui","2","Oui",1743
"3161","Oui","2","Oui",1743
"3162","Oui","2","Oui",1743
"3163","Oui","2","Oui",1743
"3164","Oui","2","Oui",269
"3166","Oui","2","Oui",1593
"3168","Oui","2","Oui",1486
"3169","Oui","2","Oui",1486
"3170","Oui","1","Oui",451
"3171","Oui","0","Non",244
"3172","Oui","0","Non",4
"3173","Oui","2","Non",412
"3174","Oui","1","Oui",412
"3175","Oui","2","Oui",412
"3176","Oui","2","Oui",412
"3177","Oui","1","Oui",2
"3178","Non","0","Non",6
"3180","Oui","2","Non",29
"3181","Oui","0","Non",181
"3183","Oui","0","Non",49
"3184","Oui","0","Non",5
"3185","Oui","2","Oui",1174
"3186","Oui","2","Oui",1174
"3187","Oui","2","Oui",1174
"3188","Oui","2","Oui",1429
"3189","Oui","2","Oui",1429
"3190","Oui","2","Oui",1429
"3191","Oui","2","Oui",1429
"3193","Oui","1","Oui",1353
"3194","Oui","0","Non",139
"3195","Non","0","Non",139
"3196","Oui","0","Non",139
"3197","Oui","0","Non",139
"3199","Oui","0","Non",139
"3201","Oui","0","Non",139
"3202","Oui","0","Non",139
"3203","Oui","0","Non",139
"3204","Oui","0","Non",139
"3205","Oui","0","Non",139
"3207","Non","0","Non",139
"3208","Oui","0","Non",139
"3209","Non","0","Non",139
"3210","Oui","0","Non",147
"3211","Non","0","Non",177
"3213","Oui","0","Non",150
"3214","Oui","1","Non",139
"3216","Oui","0","Non",139
"3217","Non","0","Non",139
"3218","Oui","2","Non",139
"3219","Oui","0","Non",157
"3220","Oui","2","Non",213
"3223","Non","0","Non",280
"3224","Oui","2","Non",227
"3225","Oui","0","Non",224
"3226","Non","0","Non",173
"3227","Non","0","Non",143
"3228","Oui","0","Non",265
"3230","Oui","0","Non",148
"3231","Non","0","Non",148
"3232","Non","1","Non",141
"3233","Non","0","Non",393
"3234","Oui","0","Non",393
"3236","Oui","0","Non",393
"3238","Non","0","Non",290
"3239","Non","0","Non",126
"3241","Oui","2","Oui",187
"3242","Oui","0","Non",187
"3243","Non","0","Non",187
"3244","Oui","0","Non",187
"3245","Oui","1","Non",250
"3246","Oui","0","Non",250
"3247","Oui","0","Non",250
"3248","Non","0","Non",247
"3249","Oui","1","Oui",480
"3250","Non","0","Oui",480
"3251","Oui","0","Non",526
"3252","Oui","0","Non",253
"3253","Non","0","Non",250
"3254","Oui","1","Non",316
"3255","Oui","2","Oui",401
"3256","Non","1","Oui",401
"3257","Oui","0","Oui",256
"3258","Oui","0","Oui",814
"3259","Oui","2","Oui",922
"3260","Oui","2","Oui",922
"3261","Oui","0","Non",270
"3265","Oui","0","Non",245
"3266","Oui","0","Non",442
"3267","Non","0","Non",376
"3268","Non","0","Non",376
"3269","Oui","0","Non",258
"3270","Oui","0","Non",303
"3272","Oui","2","Oui",688
"3273","Oui","2","Oui",688
"3274","Oui","2","Oui",673
"3275","Oui","0","Non",296
"3276","Oui","1","Oui",373
"3300","Non","0","Non",197
"3301","Non","0","Non",197
"3302","Non","0","Non",197
"3303","Oui","0","Non",197
"3304","Oui","0","Non",197
"3305","Oui","0","Non",197
"3306","Oui","0","Non",197
"3307","Non","0","Non",197
"3308","Oui","0","Non",197
"3309","Non","0","Non",197
"3310","Non","0","Non",197
"3311","Non","0","Non",197
"3313","Non","0","Non",197
"3314","Oui","0","Non",197
"3315","Non","0","Non",197
"3316","Oui","0","Non",197
"3317","Oui","0","Non",197
"3318","Non","0","Non",197
"3319","Non","0","Non",197
"3321","Oui","0","Non",166
"3322","Oui","0","Non",166
"3323","Oui","0","Non",166
"3325","Oui","0","Non",166
"3326","Non","0","Non",166
"3327","Oui","0","Non",166
"3328","Non","0","Non",166
"3329","Oui","0","Non",166
"3330","Oui","0","Non",166
"3332","Oui","1","Non",174
"3333","Oui","0","Non",174
"3334","Non","0","Non",174
"3336","Oui","0","Non",174
"3337","Non","0","Non",174
"3338","Oui","0","Non",174
"3339","Oui","0","Non",174
"3340","Oui","0","Non",174
"3342","Oui","0","Non",174
"3343","Oui","0","Non",174
"3344","Oui","0","Non",174
"3345","Oui","0","Non",174
"3347","Oui","1","Non",174
"3348","Oui","0","Non",174
"3349","Non","0","Non",174
"3351","Non","0","Non",174
"3352","Non","0","Non",174
"3356","Non","0","Non",174
"3358","Oui","0","Non",174
"3360","Oui","0","Non",174
"3361","Oui","0","Non",174
"3362","Oui","0","Non",174
"3363","Oui","0","Non",174
"3364","Oui","0","Non",174
"3365","Oui","0","Non",174
"3366","Oui","0","Non",174
"3367","Oui","0","Non",174
"3368","Oui","0","Non",174
"3369","Non","0","Non",174
"3370","Non","0","Non",174
"3371","Oui","0","Non",174
"3373","Oui","0","Non",223
"3374","Oui","0","Non",223
"3375","Oui","0","Non",223
"3376","Non","0","Non",223
"3377","Oui","0","Non",223
"3378","Non","0","Non",223
"3379","Oui","0","Non",223
"3380","Oui","0","Non",223
"3381","Oui","0","Non",223
"3382","Oui","0","Non",223
"3383","Non","0","Non",223
"3384","Oui","0","Non",223
"3385","Oui","0","Non",223
"3386","Oui","0","Non",223
"3387","Oui","0","Non",223
"3388","Non","0","Non",223
"3389","Oui","0","Non",255
"3390","Oui","0","Non",255
"3392","Non","0","Non",255
"3395","Oui","0","Non",255
"3396","Oui","0","Non",255
"3397","Non","0","Non",168
"3398","Oui","0","Non",168
"3399","Oui","0","Non",168
"3400","Oui","0","Non",168
"3401","Oui","0","Non",168
"3402","Non","0","Non",168
"3403","Oui","0","Non",168
"3404","Non","0","Non",168
"3405","Non","0","Non",168
"3406","Oui","0","Non",168
"3407","Oui","0","Non",168
"3408","Oui","0","Non",168
"3409","Non","0","Non",168
"3410","Oui","0","Non",168
"3411","Oui","0","Non",166
"3412","Oui","0","Non",166
"3413","Oui","0","Non",166
"3414","Oui","0","Non",166
"3416","Oui","0","Non",166
"3417","Oui","1","Non",166
"3419","Non","0","Non",166
"3420","Oui","0","Non",166
"3421","Oui","0","Non",166
"3422","Oui","0","Non",166
"3423","Non","0","Non",166
"3424","Oui","0","Non",166
"3425","Oui","0","Non",166
"3426","Non","0","Non",166
"3429","Oui","0","Oui",166
"3430","Oui","0","Non",166
"3431","Non","0","Non",166
"3432","Oui","0","Non",166
"3433","Oui","1","Non",166
"3434","Oui","0","Non",166
"3435","Oui","0","Non",166
"3436","Oui","0","Non",166
"3437","Oui","0","Non",166
"3438","Oui","0","Non",166
"3439","Non","0","Non",166
"3440","Non","0","Non",166
"3441","Oui","0","Non",166
"3442","Oui","0","Non",166
"3443","Oui","0","Non",166
"3444","Oui","0","Non",166
"3445","Oui","0","Non",166
"3446","Oui","0","Non",166
"3448","Non","0","Non",175
"3449","Oui","0","Non",175
"3451","Oui","0","Non",175
"3453","Oui","0","Non",175
"3454","Non","0","Non",175
"3455","Oui","1","Non",175
"3456","Oui","0","Non",175
"3457","Oui","0","Non",175
"3458","Oui","0","Non",175
"3460","Oui","0","Non",175
"3461","Non","0","Non",175
"3462","Oui","0","Non",175
"3463","Non","0","Non",175
"3464","Oui","0","Non",175
"3466","Oui","0","Non",175
"3467","Non","0","Non",202
"3468","Oui","0","Non",202
"3469","Oui","1","Non",202
"3470","Oui","1","Non",202
"3471","Oui","0","Non",202
"3472","Oui","0","Non",202
"3474","Oui","0","Non",202
"3476","Oui","0","Non",202
"3477","Non","0","Non",202
"3478","Oui","0","Non",202
"3479","Oui","0","Non",202
"3481","Oui","0","Non",175
"3482","Oui","0","Non",175
"3483","Oui","0","Non",175
"3484","Non","0","Non",175
"3486","Oui","0","Non",175
"3487","Oui","0","Non",175
"3488","Oui","0","Non",175
"3489","Oui","0","Non",175
"3491","Oui","0","Non",175
"3494","Non","0","Non",175
"3495","Oui","0","Non",175
"3496","Non","0","Non",175
"3498","Oui","0","Oui",175
"3499","Oui","0","Non",175
"3500","Non","0","Non",175
"3501","Oui","0","Non",175
"3502","Oui","0","Non",175
"3503","Non","0","Non",175
"3504","Non","0","Non",175
"3505","Oui","0","Non",175
"3506","Non","0","Non",175
"3507","Non","1","Non",175
"3508","Oui","0","Non",175
"3510","Oui","0","Non",175
"3511","Non","0","Non",175
"3512","Oui","0","Non",175
"3513","Oui","0","Non",175
"3514","Non","0","Non",175
"3515","Oui","0","Non",175
"3516","Oui","0","Non",175
"3518","Oui","0","Non",175
"3519","Oui","0","Non",175
"3521","Oui","0","Non",263
"3522","Oui","0","Non",263
"3523","Non","0","Non",263
"3524","Oui","0","Non",174
"3525","Oui","0","Non",174
"3526","Oui","0","Non",257
"3527","Oui","0","Non",257
"3528","Oui","0","Non",257
"3529","Oui","1","Non",257
"3530","Oui","0","Non",266
"3531","Oui","0","Non",266
"3532","Oui","0","Non",189
"3533","Oui","0","Non",189
"3534","Oui","0","Non",189
"3535","Oui","0","Non",240
"3536","Non","0","Non",240
"3538","Oui","0","Non",240
"3540","Oui","0","Non",240
"3542","Oui","0","Non",177
"3543","Oui","0","Non",260
"3544","Oui","0","Non",260
"3545","Oui","1","Non",260
"3546","Non","0","Non",260
"3547","Oui","0","Non",260
"3548","Oui","0","Non",260
"3549","Non","0","Non",260
"3550","Oui","0","Non",260
"3551","Non","0","Non",260
"3553","Oui","0","Non",237
"3554","Oui","0","Non",237
"3555","Oui","0","Non",237
"3557","Non","0","Non",237
"3558","Non","0","Non",217
"3559","Non","0","Non",217
"3560","Oui","0","Non",217
"3562","Oui","0","Non",217
"3566","Oui","0","Non",211
"3567","Oui","0","Non",211
"3569","Oui","0","Non",270
"3571","Oui","0","Non",270
"3572","Oui","0","Non",270
"3573","Oui","0","Non",228
"3576","Oui","0","Non",228
"3577","Oui","0","Non",228
"3578","Oui","0","Non",228
"3579","Oui","0","Non",228
"3580","Oui","0","Non",228
"3582","Oui","0","Non",228
"3583","Oui","1","Non",228
"3584","Oui","0","Non",228
"3585","Oui","0","Non",228
"3586","Oui","0","Non",228
"3587","Non","0","Non",228
"3588","Oui","0","Non",228
"3589","Non","0","Non",192
"3591","Non","0","Non",196
"3592","Oui","0","Non",196
"3593","Non","0","Non",250
"3594","Oui","0","Non",250
"3595","Non","0","Non",194
"3596","Non","0","Non",209
"3597","Non","0","Non",209
"3598","Non","0","Non",209
"3599","Oui","0","Non",209
"3600","Oui","0","Non",209
"3601","Oui","0","Non",350
"3602","Oui","0","Non",350
"3603","Oui","0","Non",212
"3604","Oui","0","Non",212
"3605","Oui","0","Non",212
"3606","Oui","0","Non",212
"3607","Non","0","Non",212
"3608","Oui","0","Non",212
"3609","Oui","0","Non",212
"3610","Oui","0","Non",212
"3613","Oui","0","Non",205
"3614","Oui","0","Non",205
"3615","Oui","0","Non",205
"3616","Oui","2","Non",181
"3617","Oui","0","Non",181
"3618","Oui","0","Non",181
"3619","Oui","0","Non",181
"3620","Non","0","Non",181
"3621","Oui","0","Non",181
"3623","Oui","0","Non",280
"3625","Oui","0","Non",281
